gene	category	support	literature
2700038G22Rik	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Gadd45g	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP,PLASARI_TGFB1_TARGETS_1HR_UP
Gjb3	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Ctu2	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Tpm4	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Set	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Cct8	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Mak16	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Mrto4	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Syncrip	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Usp10	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Eif2b3	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Eif2s1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Tomm20	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Timp1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Naa25	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Sall1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Wdr75	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Ppa1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Zmiz1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP,PLASARI_TGFB1_TARGETS_1HR_UP,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Zyx	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Rcc1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Nin	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Cycs	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Nip7	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Ybx3	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Ddx21	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Rwdd1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Klf6	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Bcat1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Actr3	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Eif5a	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Ext1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Tnfrsf9	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Uchl3	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
1700037H04Rik	target gene,activated,tgfb activation	MSigDB	KARLSSON_TGFB1_TARGETS_UP,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS
Prep	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Cacybp	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Snx7	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Mphosph6	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Cct3	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Phgdh	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Eif2s2	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Eif4g1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Eef1e1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Utp18	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Nuak1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Ccn2	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Baz1a	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Naa15	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Cdk17	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Gnl3	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Tcp1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Spata13	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Spsb1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP
Snai1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Rasl11b	target gene,activated,inhibitor,coreceptor	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING
Klf10	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP,
Nuak2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Egr3	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP
Gadd45b	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Cdk5r1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP
Map3k14	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP
Fgf18	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Hbegf	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Il6	target gene	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN,PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Fbln2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP
Junb	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP,
Csrnp1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Wnt9a	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Crispld2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Heyl	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Timp3	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ppp1r13l	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Fbxo32	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Plekhg3	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Pdgfb	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Arntl	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Pvr	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Enpp1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Gja3	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Cspg4	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ier2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Mical2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Fkbp5	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Fgf2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Tfpi2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Il11	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Kcnk1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Pi4k2b	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Olfm2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Sfn	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Pmaip1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Klf13	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Zfp469	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Stmn4	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Prkg2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Tnfrsf11b	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Fxyd6	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ip6k1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Btbd11	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Gch1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Prg4	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Cth	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Stk38l	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Foxc2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Kctd11	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Aldh1a2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Nppb	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Tmcc3	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Plk3	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Gucy1b1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Mgll	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Unc5b	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Rbfox1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Mmp9	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ass1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Hspa2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ereg	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Tnnt2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Dusp14	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Hmga2-ps1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Itga5	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Nfatc1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Cdh6	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Chst11	target gene,activated,inhibitor	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Acta1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Otud7a	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Cdyl2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Tspan2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Sema7a	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Hivep3	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Entpd7	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Hk2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Nrarp	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Cx3cl1	target gene,activated,tgfb activation	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP,,GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION
F2rl1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Lrrc8c	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ccl17	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Gper1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Gjb2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Dusp6	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Gpr84	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Serp1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Rap1gap2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Las1l	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Plaur	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Pkp1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Lpin3	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Myo1d	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Als2cl	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Foxs1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Slc41a2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Eln	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Prag1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Fjx1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Hck	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ttc9	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Cry1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Maff	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Fosl1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Rnf149	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Nipal1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Cxcl14	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Creb3l2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Arg1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Prkar2a	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Htr2b	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Adam12	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Mcam	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Cmklr1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ube2g2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Rnf19b	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Nes	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Khdrbs3	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ppp1r15a	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP,
Nebl	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Abcb1a	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ank	target gene	MSigDB	PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN,PLASARI_TGFB1_TARGETS_10HR_UP,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Mfsd2a	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Klhdc8a	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Pdgfa	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Rgs16	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Megf10	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Lrrfip1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Il18r1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Pde4dip	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Pthlh	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Elavl2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ntf5	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Papss2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Cxcr6	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Thbs4	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Sphk1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ngf	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Dusp5	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Wnt11	target gene,activated,tgfb activation	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP,GOBP_TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION,GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION
Col8a2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Gatm	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Hip1r	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ankrd1	target gene	MSigDB	PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN,PLASARI_TGFB1_TARGETS_10HR_UP,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Baiap2l1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Fgf21	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Garem2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Gfpt2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Nfil3	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Gcnt2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Flnb	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Ivns1abp	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Hectd2	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Lmo1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Gfod1	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Klhl29	target gene,activated	MSigDB	PLASARI_TGFB1_TARGETS_10HR_UP
Emilin1	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Spred3	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Snx25	inhibitor,target gene,coreceptor	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING,GOMF_TYPE_I_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING
Mir145b	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Dusp22	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Lpxn	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Brms1	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Ogt	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Spred1	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Spred2	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Adam17	inhibitor,target gene,tgfb activation	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS
Adam9	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Axin1	target gene,tgfb activation	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS
Bmp8a	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Bmp8b	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Cav1	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Cav2	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Cav3	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Cidea	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Cldn5	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Col1a2	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Creb1	target gene,tgfb activation	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION
Fbn2	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Folr1	target gene	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Usp15	target gene,coreceptor	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING
Gdnf	target gene,coreceptor	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING
Got1	target gene,tgfb activation	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS
Hspa5	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Hdac2	inhibitor,target gene	MSigDB	,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,
Hipk2	target gene,tgfb activation	MSigDB	,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,
